
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007318                       # Number of seconds simulated (Second)
simTicks                                   7317751000                       # Number of ticks simulated (Tick)
finalTick                                  7317751000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    871.73                       # Real time elapsed on the host (Second)
hostTickRate                                  8394557                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8900308                       # Number of bytes of host memory used (Byte)
simInsts                                     26186677                       # Number of instructions simulated (Count)
simOps                                       49975438                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    30040                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      57329                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14617428                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29721386                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   69196                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28156748                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                110118                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4802885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6608731                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              40036                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           14314932                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.966949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.553119                       # Number of insts issued each cycle (Count)
system.cpu0.lsq0.loadToUse::overflows              78      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value             622                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total             2425836                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.rdAccesses                2810769                       # TLB accesses on read requests (Count)
system.cpu0.mmu.dtb.wrAccesses                1115939                       # TLB accesses on write requests (Count)
system.cpu0.mmu.dtb.rdMisses                     3842                       # TLB misses on read requests (Count)
system.cpu0.mmu.dtb.wrMisses                     2469                       # TLB misses on write requests (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.rdAccesses                      0                       # TLB accesses on read requests (Count)
system.cpu0.mmu.itb.wrAccesses                1235436                       # TLB accesses on write requests (Count)
system.cpu0.mmu.itb.rdMisses                        0                       # TLB misses on read requests (Count)
system.cpu0.mmu.itb.wrMisses                     1977                       # TLB misses on write requests (Count)
system.cpu0.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.power_state.pwrStateResidencyTicks::ON   7317751000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.rename.squashCycles                 83397                       # Number of cycles rename is squashing (Cycle)
system.cpu0.rename.idleCycles                 1590835                       # Number of cycles rename is idle (Cycle)
system.cpu0.rename.blockCycles                5062365                       # Number of cycles rename is blocking (Cycle)
system.cpu0.rename.serializeStallCycles         25843                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu0.rename.runCycles                  4393670                       # Number of cycles rename is running (Cycle)
system.cpu0.rename.unblockCycles              3158822                       # Number of cycles rename is unblocking (Cycle)
system.cpu0.rename.renamedInsts              30536886                       # Number of instructions processed by rename (Count)
system.cpu0.rename.ROBFullEvents                56792                       # Number of times rename has blocked due to ROB full (Count)
system.cpu0.rename.IQFullEvents                638108                       # Number of times rename has blocked due to IQ full (Count)
system.cpu0.rename.LQFullEvents                382626                       # Number of times rename has blocked due to LQ full (Count)
system.cpu0.rename.SQFullEvents               1965664                       # Number of times rename has blocked due to SQ full (Count)
system.cpu0.rename.fullRegistersEvents            212                       # Number of times there has been no free registers (Count)
system.cpu0.rename.renamedOperands           39117401                       # Number of destination operands rename has renamed (Count)
system.cpu0.rename.lookups                   78429394                       # Number of register rename lookups that rename has made (Count)
system.cpu0.rename.intLookups                44455408                       # Number of integer rename lookups (Count)
system.cpu0.rename.fpLookups                   188800                       # Number of floating rename lookups (Count)
system.cpu0.rename.committedMaps             31841293                       # Number of HB maps that are committed (Count)
system.cpu0.rename.undoneMaps                 7276108                       # Number of HB maps that are undone due to squashing (Count)
system.cpu0.rename.serializing                   1345                       # count of serializing insts renamed (Count)
system.cpu0.rename.tempSerializing               1316                       # count of temporary serializing insts renamed (Count)
system.cpu0.rename.skidInsts                  2639409                       # count of insts added to the skid buffer (Count)
system.cpu0.rob.reads                        41514771                       # The number of ROB reads (Count)
system.cpu0.rob.writes                       60240905                       # The number of ROB writes (Count)
system.cpu0.thread_0.numInsts                13093324                       # Number of Instructions committed (Count)
system.cpu0.thread_0.numOps                  24987697                       # Number of Ops committed (Count)
system.cpu0.thread_0.numMemRefs                     0                       # Number of Memory References (Count)
system.cpu0.workload.numSyscalls                   79                       # Number of system calls (Count)
system.cpu1.numCycles                        14635503                       # Number of cpu cycles simulated (Cycle)
system.cpu1.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu1.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu1.instsAdded                       29720350                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu1.nonSpecInstsAdded                   69144                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu1.instsIssued                      28156509                       # Number of instructions issued (Count)
system.cpu1.squashedInstsIssued                109876                       # Number of squashed instructions issued (Count)
system.cpu1.squashedInstsExamined             4801738                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu1.squashedOperandsExamined          6607939                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu1.squashedNonSpecRemoved              39983                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu1.numIssuedDist::samples           14328054                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::mean              1.965131                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::stdev             2.552844                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::underflows               0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::0                  7754062     54.12%     54.12% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::1                   820317      5.73%     59.84% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::2                   739073      5.16%     65.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::3                  1041142      7.27%     72.27% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::4                   765412      5.34%     77.61% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::5                   889892      6.21%     83.82% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::6                  1265317      8.83%     92.65% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::7                   791102      5.52%     98.17% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::8                   261737      1.83%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::overflows                0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::min_value                0                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::max_value                8                       # Number of insts issued each cycle (Count)
system.cpu1.numIssuedDist::total             14328054                       # Number of insts issued each cycle (Count)
system.cpu1.statFuBusy::No_OpClass                  0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntAlu                1245000     97.09%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntMult                     0      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::IntDiv                      0      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatAdd                    0      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCmp                    0      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatCvt                    1      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMult                   0      0.00%     97.09% # attempts to use FU when none available (Count)
system.cpu1.statFuBusy::FloatMultAcc                0      0.00%     97.09% # attempts to use FU when none available (Count)
