
---------- Begin Simulation Statistics ----------
simSeconds                                   0.007102                       # Number of seconds simulated (Second)
simTicks                                   7101520000                       # Number of ticks simulated (Tick)
finalTick                                  7101520000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1834.32                       # Real time elapsed on the host (Second)
hostTickRate                                  3871468                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9101724                       # Number of bytes of host memory used (Byte)
simInsts                                     52374362                       # Number of instructions simulated (Count)
simOps                                       99952795                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    28552                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      54490                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        14126700                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       29648083                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   70239                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      28111432                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                108161                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             4730117                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          6589373                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              41079                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           13821110                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.033949                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.563343                       # Number of insts issued each cycle (Count)
system.cpu1.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.MemDepUnit__2.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__2.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.MemDepUnit__3.insertedLoads             0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__3.insertedStores            0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu1.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu1.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu1.branchPred.lookups                3986736                       # Number of BP lookups (Count)
system.cpu1.branchPred.condPredicted          3709517                       # Number of conditional branches predicted (Count)
system.cpu1.branchPred.condIncorrect            83096                       # Number of conditional branches incorrect (Count)
system.cpu1.branchPred.BTBLookups             2394481                       # Number of BTB lookups (Count)
system.cpu1.branchPred.BTBHits                2389754                       # Number of BTB hits (Count)
system.cpu1.branchPred.BTBHitRatio           0.998026                       # BTB Hit Ratio (Ratio)
system.cpu1.branchPred.RASUsed                  49539                       # Number of times the RAS was used to get a target. (Count)
system.cpu1.branchPred.RASIncorrect                24                       # Number of incorrect RAS predictions. (Count)
system.cpu1.branchPred.indirectLookups          48064                       # Number of indirect predictor lookups. (Count)
system.cpu1.branchPred.indirectHits             38728                       # Number of indirect target hits. (Count)
system.cpu1.branchPred.indirectMisses            9336                       # Number of indirect misses. (Count)
system.cpu1.branchPred.indirectMispredicted         1665                       # Number of mispredicted indirect branches. (Count)
system.cpu1.commit.commitSquashedInsts        4738842                       # The number of squashed insts skipped by commit (Count)
system.cpu1.commit.commitNonSpecStalls          29160                       # The number of times commit has been forced to stall to communicate backwards (Count)
system.cpu1.commit.branchMispredicts            82987                       # The number of times a branch was mispredicted (Count)
system.cpu1.commit.numCommittedDist::samples     13193875                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::mean     1.893923                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::stdev     2.927993                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::0        7976458     60.46%     60.46% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::1         977304      7.41%     67.86% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::2         340282      2.58%     70.44% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::3        1042467      7.90%     78.34% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::4         282142      2.14%     80.48% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::5         313723      2.38%     82.86% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::6         209331      1.59%     84.45% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::7         167598      1.27%     85.72% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::8        1884570     14.28%    100.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle (Count)
system.cpu1.commit.numCommittedDist::total     13193875                       # Number of insts commited each cycle (Count)
system.cpu1.commit.instsCommitted            13093582                       # Number of instructions committed (Count)
system.cpu1.commit.opsCommitted              24988184                       # Number of ops (including micro ops) committed (Count)
system.cpu1.commit.memRefs                    3436572                       # Number of memory references committed (Count)
system.cpu1.commit.loads                      2425878                       # Number of loads committed (Count)
system.cpu1.commit.amos                             0                       # Number of atomic instructions committed (Count)
system.cpu1.commit.membars                      18576                       # Number of memory barriers committed (Count)
system.cpu1.commit.branches                   3174458                       # Number of branches committed (Count)
system.cpu1.commit.vectorInstructions               0                       # Number of committed Vector instructions. (Count)
system.cpu1.commit.floating                     96484                       # Number of committed floating point instructions. (Count)
system.cpu1.commit.integer                   24822985                       # Number of committed integer instructions. (Count)
system.cpu1.commit.functionCalls                44857                       # Number of function calls committed. (Count)
system.cpu1.commit.committedInstType_0::No_OpClass        87208      0.35%      0.35% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::IntAlu     21248408     85.03%     85.38% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::IntMult       120804      0.48%     85.87% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::IntDiv        37798      0.15%     86.02% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatAdd         6363      0.03%     86.04% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatCmp            0      0.00%     86.04% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatCvt         2304      0.01%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatMult            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatMultAcc            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatDiv            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatMisc            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::FloatSqrt            0      0.00%     86.05% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdAdd         7130      0.03%     86.08% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdAddAcc            0      0.00%     86.08% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdAlu        13046      0.05%     86.13% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdCmp            6      0.00%     86.13% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdCvt        14648      0.06%     86.19% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdMisc        12815      0.05%     86.24% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdMult            0      0.00%     86.24% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdMultAcc            0      0.00%     86.24% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdShift         1070      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdShiftAcc            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdDiv            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdSqrt            0      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdFloatAdd            4      0.00%     86.25% # Class of committed instruction (Count)
system.cpu1.commit.committedInstType_0::SimdFloatAlu            0      0.00%     86.25% # Class of committed instruction (Count)
